teme,lat, lon,TM
2018-04-14 00:00:00,-23.969513,-48.6215,22.181952
2018-04-14 00:00:00,-23.969513,-48.3786,20.745968
2018-04-14 00:00:00,-23.969513,-48.1357,20.577236
2018-04-14 00:00:00,-23.969513,-47.8928,20.91758
2018-04-14 00:00:00,-23.969513,-47.6499,20.831806
2018-04-14 00:00:00,-23.969513,-47.407,21.440151
2018-04-14 00:00:00,-23.969513,-47.1641,20.955486
2018-04-14 00:00:00,-23.969513,-46.9212,20.517591
2018-04-14 00:00:00,-23.969513,-46.6783,22.731213
2018-04-14 00:00:00,-23.969513,-46.4354,24.684685
2018-04-14 00:00:00,-23.969513,-46.1925,24.9622
2018-04-14 00:00:00,-23.969513,-45.9496,24.767166
2018-04-14 00:00:00,-23.969513,-45.7067,24.469353
2018-04-14 00:00:00,-23.969513,-45.4638,23.803782
2018-04-14 00:00:00,-23.969513,-45.2209,23.745167
2018-04-14 00:00:00,-23.969513,-44.978,23.575916
2018-04-14 00:00:00,-23.969513,-44.7351,23.278103
2018-04-14 00:00:00,-23.969513,-44.4922,22.971388
2018-04-14 00:00:00,-23.969513,-44.2493,23.250908
2018-04-14 00:00:00,-23.747406,-52.9937,24.967829
2018-04-14 00:00:00,-23.747406,-52.7508,24.83496
2018-04-14 00:00:00,-23.747406,-52.5079,24.773708
2018-04-14 00:00:00,-23.747406,-52.265,25.042507
2018-04-14 00:00:00,-23.747406,-52.0221,25.127634
2018-04-14 00:00:00,-23.747406,-51.7792,23.969624
2018-04-14 00:00:00,-23.747406,-51.5363,23.448511
2018-04-14 00:00:00,-23.747406,-51.2934,22.95153
2018-04-14 00:00:00,-23.747406,-51.0505,22.634092
2018-04-14 00:00:00,-23.747406,-50.8076,21.56337
2018-04-14 00:00:00,-23.747406,-50.5647,20.972786
2018-04-14 00:00:00,-23.747406,-50.3218,23.700727
2018-04-14 00:00:00,-23.747406,-50.0789,21.656456
2018-04-14 00:00:00,-23.747406,-49.836,20.160362
2018-04-14 00:00:00,-23.747406,-49.5931,20.69893
2018-04-14 00:00:00,-23.747406,-49.3502,21.190424
2018-04-14 00:00:00,-23.747406,-49.1073,22.04467
2018-04-14 00:00:00,-23.747406,-48.8644,22.462107
2018-04-14 00:00:00,-23.747406,-48.6215,22.338596
2018-04-14 00:00:00,-23.747406,-48.3786,21.447649
2018-04-14 00:00:00,-23.747406,-48.1357,20.522608
2018-04-14 00:00:00,-23.747406,-47.8928,20.841734
2018-04-14 00:00:00,-23.747406,-47.6499,21.776499
2018-04-14 00:00:00,-23.747406,-47.407,20.46496
2018-04-14 00:00:00,-23.747406,-47.1641,20.015842
2018-04-14 00:00:00,-23.747406,-46.9212,19.781307
2018-04-14 00:00:00,-23.747406,-46.6783,21.105276
2018-04-14 00:00:00,-23.747406,-46.4354,20.916384
2018-04-14 00:00:00,-23.747406,-46.1925,20.662592
2018-04-14 00:00:00,-23.747406,-45.9496,24.009932
2018-04-14 00:00:00,-23.747406,-45.7067,23.164864
2018-04-14 00:00:00,-23.747406,-45.4638,23.010765
2018-04-14 00:00:00,-23.747406,-45.2209,23.9097
2018-04-14 00:00:00,-23.747406,-44.978,23.913778
2018-04-14 00:00:00,-23.747406,-44.7351,23.615967
2018-04-14 00:00:00,-23.747406,-44.4922,23.318155
2018-04-14 00:00:00,-23.747406,-44.2493,23.065317
2018-04-14 00:00:00,-23.524933,-52.9937,25.605555
2018-04-14 00:00:00,-23.524933,-52.7508,25.476643
2018-04-14 00:00:00,-23.524933,-52.5079,25.453371
2018-04-14 00:00:00,-23.524933,-52.265,25.463463
2018-04-14 00:00:00,-23.524933,-52.0221,25.096422
2018-04-14 00:00:00,-23.524933,-51.7792,23.77697
2018-04-14 00:00:00,-23.524933,-51.5363,23.352764
2018-04-14 00:00:00,-23.524933,-51.2934,23.261261
2018-04-14 00:00:00,-23.524933,-51.0505,23.45037
2018-04-14 00:00:00,-23.524933,-50.8076,22.875359
2018-04-14 00:00:00,-23.524933,-50.5647,22.448616
2018-04-14 00:00:00,-23.524933,-50.3218,22.329344
2018-04-14 00:00:00,-23.524933,-50.0789,20.515213
2018-04-14 00:00:00,-23.524933,-49.836,19.214441
2018-04-14 00:00:00,-23.524933,-49.5931,20.234331
2018-04-14 00:00:00,-23.524933,-49.3502,20.93719
2018-04-14 00:00:00,-23.524933,-49.1073,21.918995
2018-04-14 00:00:00,-23.524933,-48.8644,22.665205
2018-04-14 00:00:00,-23.524933,-48.6215,22.492832
2018-04-14 00:00:00,-23.524933,-48.3786,21.682686
2018-04-14 00:00:00,-23.524933,-48.1357,21.385103
2018-04-14 00:00:00,-23.524933,-47.8928,21.858269
2018-04-14 00:00:00,-23.524933,-47.6499,22.268414
2018-04-14 00:00:00,-23.524933,-47.407,21.957977
2018-04-14 00:00:00,-23.524933,-47.1641,20.173588
2018-04-14 00:00:00,-23.524933,-46.9212,20.153126
2018-04-14 00:00:00,-23.524933,-46.6783,21.164131
2018-04-14 00:00:00,-23.524933,-46.4354,21.635683
2018-04-14 00:00:00,-23.524933,-46.1925,21.10491
2018-04-14 00:00:00,-23.524933,-45.9496,21.426014
2018-04-14 00:00:00,-23.524933,-45.7067,20.355587
2018-04-14 00:00:00,-23.524933,-45.4638,21.328335
2018-04-14 00:00:00,-23.524933,-45.2209,23.253815
2018-04-14 00:00:00,-23.524933,-44.978,24.25222
2018-04-14 00:00:00,-23.524933,-44.7351,23.954409
2018-04-14 00:00:00,-23.524933,-44.4922,23.656595
2018-04-14 00:00:00,-23.524933,-44.2493,23.358784
2018-04-14 00:00:00,-23.302078,-52.9937,25.624
2018-04-14 00:00:00,-23.302078,-52.7508,25.551178
2018-04-14 00:00:00,-23.302078,-52.5079,25.441936
2018-04-14 00:00:00,-23.302078,-52.265,24.975122
2018-04-14 00:00:00,-23.302078,-52.0221,24.836836
2018-04-14 00:00:00,-23.302078,-51.7792,23.935663
2018-04-14 00:00:00,-23.302078,-51.5363,23.22357
2018-04-14 00:00:00,-23.302078,-51.2934,23.08847
2018-04-14 00:00:00,-23.302078,-51.0505,23.531712
2018-04-14 00:00:00,-23.302078,-50.8076,22.939196
2018-04-14 00:00:00,-23.302078,-50.5647,22.723772
2018-04-14 00:00:00,-23.302078,-50.3218,21.755623
2018-04-14 00:00:00,-23.302078,-50.0789,20.318369
2018-04-14 00:00:00,-23.302078,-49.836,19.12456
2018-04-14 00:00:00,-23.302078,-49.5931,20.011553
2018-04-14 00:00:00,-23.302078,-49.3502,20.396267
2018-04-14 00:00:00,-23.302078,-49.1073,21.846712
2018-04-14 00:00:00,-23.302078,-48.8644,22.591198
2018-04-14 00:00:00,-23.302078,-48.6215,22.622597
2018-04-14 00:00:00,-23.302078,-48.3786,21.832497
2018-04-14 00:00:00,-23.302078,-48.1357,21.93551
2018-04-14 00:00:00,-23.302078,-47.8928,22.373701
2018-04-14 00:00:00,-23.302078,-47.6499,22.821802
2018-04-14 00:00:00,-23.302078,-47.407,22.640093
2018-04-14 00:00:00,-23.302078,-47.1641,21.92753
2018-04-14 00:00:00,-23.302078,-46.9212,19.62239
2018-04-14 00:00:00,-23.302078,-46.6783,19.907103
2018-04-14 00:00:00,-23.302078,-46.4354,20.304638
2018-04-14 00:00:00,-23.302078,-46.1925,21.552141
2018-04-14 00:00:00,-23.302078,-45.9496,22.668827
2018-04-14 00:00:00,-23.302078,-45.7067,22.121101
2018-04-14 00:00:00,-23.302078,-45.4638,20.784796
2018-04-14 00:00:00,-23.302078,-45.2209,20.329407
2018-04-14 00:00:00,-23.302078,-44.978,21.889862
2018-04-14 00:00:00,-23.302078,-44.7351,24.005964
2018-04-14 00:00:00,-23.302078,-44.4922,24.207134
2018-04-14 00:00:00,-23.302078,-44.2493,23.697788
2018-04-14 00:00:00,-23.078842,-52.9937,25.120228
2018-04-14 00:00:00,-23.078842,-52.7508,24.99549
2018-04-14 00:00:00,-23.078842,-52.5079,24.605886
2018-04-14 00:00:00,-23.078842,-52.265,24.389706
2018-04-14 00:00:00,-23.078842,-52.0221,24.418894
2018-04-14 00:00:00,-23.078842,-51.7792,23.594084
2018-04-14 00:00:00,-23.078842,-51.5363,22.70379
2018-04-14 00:00:00,-23.078842,-51.2934,22.772726
2018-04-14 00:00:00,-23.078842,-51.0505,23.039215
2018-04-14 00:00:00,-23.078842,-50.8076,22.822546
2018-04-14 00:00:00,-23.078842,-50.5647,22.9551
2018-04-14 00:00:00,-23.078842,-50.3218,23.156042
2018-04-14 00:00:00,-23.078842,-50.0789,21.495264
2018-04-14 00:00:00,-23.078842,-49.836,20.625914
2018-04-14 00:00:00,-23.078842,-49.5931,19.87653
2018-04-14 00:00:00,-23.078842,-49.3502,20.3862
2018-04-14 00:00:00,-23.078842,-49.1073,20.732811
2018-04-14 00:00:00,-23.078842,-48.8644,21.160288
2018-04-14 00:00:00,-23.078842,-48.6215,21.667233
2018-04-14 00:00:00,-23.078842,-48.3786,20.83979
2018-04-14 00:00:00,-23.078842,-48.1357,22.704199
2018-04-14 00:00:00,-23.078842,-47.8928,23.2429
2018-04-14 00:00:00,-23.078842,-47.6499,23.977695
2018-04-14 00:00:00,-23.078842,-47.407,23.25063
2018-04-14 00:00:00,-23.078842,-47.1641,22.293932
2018-04-14 00:00:00,-23.078842,-46.9212,20.0432
2018-04-14 00:00:00,-23.078842,-46.6783,20.397121
2018-04-14 00:00:00,-23.078842,-46.4354,20.529913
2018-04-14 00:00:00,-23.078842,-46.1925,20.455498
2018-04-14 00:00:00,-23.078842,-45.9496,21.90352
2018-04-14 00:00:00,-23.078842,-45.7067,23.330673
2018-04-14 00:00:00,-23.078842,-45.4638,22.98519
2018-04-14 00:00:00,-23.078842,-45.2209,21.684605
2018-04-14 00:00:00,-23.078842,-44.978,21.588505
2018-04-14 00:00:00,-23.078842,-44.7351,21.928036
2018-04-14 00:00:00,-23.078842,-44.4922,25.08074
2018-04-14 00:00:00,-23.078842,-44.2493,24.398111
2018-04-14 00:00:00,-22.85524,-52.9937,24.610218
2018-04-14 00:00:00,-22.85524,-52.7508,24.585678
2018-04-14 00:00:00,-22.85524,-52.5079,24.178314
2018-04-14 00:00:00,-22.85524,-52.265,24.071608
2018-04-14 00:00:00,-22.85524,-52.0221,24.061308
2018-04-14 00:00:00,-22.85524,-51.7792,23.396935
2018-04-14 00:00:00,-22.85524,-51.5363,23.0573
2018-04-14 00:00:00,-22.85524,-51.2934,23.02412
2018-04-14 00:00:00,-22.85524,-51.0505,22.641697
2018-04-14 00:00:00,-22.85524,-50.8076,22.274967
2018-04-14 00:00:00,-22.85524,-50.5647,22.762941
2018-04-14 00:00:00,-22.85524,-50.3218,23.54929
2018-04-14 00:00:00,-22.85524,-50.0789,22.41578
2018-04-14 00:00:00,-22.85524,-49.836,21.333874
2018-04-14 00:00:00,-22.85524,-49.5931,20.468756
2018-04-14 00:00:00,-22.85524,-49.3502,20.32374
2018-04-14 00:00:00,-22.85524,-49.1073,21.090313
2018-04-14 00:00:00,-22.85524,-48.8644,21.488968
2018-04-14 00:00:00,-22.85524,-48.6215,21.670513
2018-04-14 00:00:00,-22.85524,-48.3786,22.374062
2018-04-14 00:00:00,-22.85524,-48.1357,23.542898
2018-04-14 00:00:00,-22.85524,-47.8928,23.85446
2018-04-14 00:00:00,-22.85524,-47.6499,24.08224
2018-04-14 00:00:00,-22.85524,-47.407,23.57311
2018-04-14 00:00:00,-22.85524,-47.1641,22.372646
2018-04-14 00:00:00,-22.85524,-46.9212,20.721796
2018-04-14 00:00:00,-22.85524,-46.6783,19.962069
2018-04-14 00:00:00,-22.85524,-46.4354,19.764477
2018-04-14 00:00:00,-22.85524,-46.1925,18.664854
2018-04-14 00:00:00,-22.85524,-45.9496,17.830666
2018-04-14 00:00:00,-22.85524,-45.7067,18.859715
2018-04-14 00:00:00,-22.85524,-45.4638,22.043657
2018-04-14 00:00:00,-22.85524,-45.2209,23.566889
2018-04-14 00:00:00,-22.85524,-44.978,21.579205
2018-04-14 00:00:00,-22.85524,-44.7351,18.069458
2018-04-14 00:00:00,-22.85524,-44.4922,18.474773
2018-04-14 00:00:00,-22.85524,-44.2493,20.466831
2018-04-14 00:00:00,-22.631271,-52.9937,24.795048
